id,boletin,fecha,resumen,estado,url
8766,12316-07,2018-12-13,"Modifica el Reglamento de la Cámara de Diputados para crear la Comisión de Emergencia, Desastres Naturales y Efectos del Cambio Climático",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12316-07
8767,12308-06,2018-12-13,"Modifica la ley N° 18.834, sobre Estatuto Administrativo, para hacer aplicable a los funcionarios públicos el procedimiento de tutela laboral regulado en el Código del Trabajo",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12308-06
8768,12353-11,2018-12-13,Regula la presencia de antibióticos en carnes destinadas al consumo humano,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12353-11
8769,12314-07,2018-12-17,"Establece la cesación en los cargos de Presidente de la República, Senador, Diputado, Consejero Regional, Alcalde y Concejal por la difusión, promoción o financiamiento de noticias falsas.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12314-07
8770,12321-06,2018-12-17,"Modifica la ley N° 19.880, que Establece bases de los procedimientos administrativos que rigen los actos de los órganos de la Administración del Estado, en lo que respecta a la forma de efectuar la notificación personal",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12321-06
8771,12315-07,2018-12-18,"Sanciona la responsabilidad penal de los encargados de piscinas públicas, en el caso que indica.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12315-07
8772,12364-13,2018-12-18,Modifica el Código del Trabajo para garantizar la aplicación del procedimiento de tutela laboral a los funcionarios públicos,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12364-13
8773,12325-05,2018-12-18,Regula las formas de pago de los sobregiros de las cuentas corrientes bancarias.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12325-05
8774,12327-13,2018-12-18,Incorpora al procedimiento de tutela de derechos fundamentales a todos los funcionarios públicos y municipales.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12327-13
8775,12324-08,2018-12-18,"Modifica la ley N°20.551, que regula el cierre de las faenas e instalaciones mineras.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12324-08
8776,12323-07,2018-12-18,Incluye al gobernador regional como sujeto pasivo de acusación constitucional.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12323-07
8777,12328-03,2018-12-18,"Modifica la ley Nº 19.496, que Establece Normas Sobre Protección de los Derechos de los Consumidores, en materia de procedimiento especial para protección del interés colectivo o difuso de los consumidores",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12328-03
8778,12326-12,2018-12-18,Establece el Día Nacional de los Humedales.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12326-12
8779,12341-01,2018-12-18,"Modifica la ley N° 18.455, en lo relativo al mínimo de graduación alcohólica que debe tener el vino envasado, para su comercialización",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12341-01
8780,12322-13,2018-12-18,Relativo al ámbito de aplicación del procedimiento de tutela laboral.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12322-13
8781,12330-06,2018-12-18,"Modifica la ley N°19.925, Sobre Expendio y Consumo de Bebidas Alcohólicas, para regular la participación de las Juntas de Vecinos en el procedimiento de otorgamiento, renovación o traslado de patentes de alcoholes",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12330-06
8782,12338-34,2018-12-19,Modifica el Código Civil para incorporar el concepto de femicidio en las causales de indignidad para suceder al difunto,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12338-34
8783,12339-03,2018-12-19,"Modifica la ley N° 19.496, que Establece Normas Sobre Protección de los Derechos de los Consumidores, para regular las llamadas telefónicas realizadas por los proveedores a los consumidores",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12339-03
8784,12337-07,2018-12-19,Modifica el Código de Procedimiento Civil con el objeto de simplificar la notificación personal al demandado,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12337-07
8785,12334-07,2018-12-19,"Modifica diversos textos legales en materia de tipificación, sanciones aplicables y persecución del delito de abigeato",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12334-07
8786,12335-11,2018-12-19,"Modifica la ley N° 20.585, Sobre otorgamiento y uso de licencias médicas, para agilizar la tramitación de apelaciones presentadas por mujeres que hacen uso de los permisos laborales que se indican",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12335-11
8787,12336-18,2018-12-19,"Modifica la ley N° 14.908, Sobre Abandono de Familia y Pago de Pensiones Alimenticias, en lo que respecta a la exigibilidad de los alimentos adeudados en caso de incumplimiento, por parte del alimentante, de las cuotas pactadas",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12336-18
8788,12354-25,2018-12-20,Modifica el Estatuto del Personal de Carabineros de Chile para incorporar normas de protección en favor del funcionario que denuncia irregularidades y faltas al principio de probidad,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12354-25
8789,12340-18,2018-12-20,"Modifica la ley N° 19.968, que Crea los Tribunales de Familia, en materia de medidas cautelares especiales aplicables en caso de abandono de menores",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12340-18
8790,12346-07,2018-12-20,"Reduce el número de diputados y senadores, y repone el voto obligatorio",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12346-07
8791,12344-34,2018-12-20,Declara el 19 de diciembre de cada año como el Día Nacional contra el Femicidio,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12344-34
8792,12348-18,2018-12-20,Modifica el Código Civil para otorgar a toda persona facultad de representación en favor de adultos mayores en protección de sus derechos,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12348-18
8793,12332-05,2018-12-21,Sobre información y rendición de cuentas de gastos reservados,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12332-05
8794,12350-07,2018-12-21,Modifica el Código Penal para restringir la aplicación de la circunstancia atenuante de responsabilidad penal consistente en reparar con celo el mal causado,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12350-07
8795,12349-07,2018-12-21,"Modifica el Código Procesal Penal para imponer a quienes detenten cargos en entidades religiosas o se desempeñen en organizaciones que indica, la obligación de denunciar los delitos que conozcan",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12349-07
8796,12345-07,2018-12-28,Regula la sustitución de penas privativas de libertad por razones humanitarias para las personas que indica.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12345-07
8797,12496-07,2019-01-04,Proyecto de reforma constitucional que inhabilita a los secretarios regionales ministeriales y a los jefes nacionales de servicios públicos para ser candidatos a diputado y a senador.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12496-07
8798,12497-13,2019-01-04,Proyecto de ley que establece el contrato de los trabajadores repartidores a domicilio.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12497-13
8799,12383-03,2019-01-15,"Modifica la ley N° 19.496, que Establece Normas Sobre Protección de los Derechos de los Consumidores, en el sentido de exigir a los proveedores informar a sus clientes sobre planes y servicios que puedan resultarles más beneficiosos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12383-03
8800,12379-07,2019-01-15,Modifica el Código Penal con el objeto de aumentar las penas del delito de usurpación de inmuebles o derechos reales,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12379-07
8801,12389-07,2019-01-15,Modifica el Código Penal para sancionar las conductas que indica en relación con los emblemas nacionales y los objetos religiosos,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12389-07
8802,12377-04,2019-01-15,Perfecciona el Sistema de Admisión Escolar incorporando criterios de mérito y justicia,rechazado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12377-04
8803,12408-04,2019-01-15,"Modifica la ley N°20.248, que Establece Subvención Escolar Preferencial, a fin de hacer efectivo el principio de continuidad laboral respecto del personal que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12408-04
8804,12378-15,2019-01-15,"Proyecto de ley, iniciado en moción del Honorable senador señor Bianchi, que faculta a las policías para solicitar las listas de pasajeros a las empresas de transporte y modifica el artículo 90 del Código Aeronáutico",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12378-15
8805,12384-07,2019-01-15,Modifica el Reglamento de la Cámara de Diputados para permitir la realización de sesiones especiales sobre materias que afecten a los pueblos indígenas,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12384-07
8806,12388-07,2019-01-15,"Modifica el Reglamento de la Cámara de Diputados con el objeto de eliminar el Libro Cuarto, denominado De la Comisión de Ética y Transparencia, y procedimientos especiales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12388-07
8807,12390-11,2019-01-16,"Modifica la ley N° 20.606, sobre Composición nutricional de los alimentos y su publicidad, en el sentido de exigir a los establecimientos que indica, informar sobre la cantidad de calorías de los productos que expenden",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12390-11
8808,12386-07,2019-01-16,"Proyecto de ley, iniciado en moción de los Honorables Senadores señores Castro, Galilea y Prohens, relativo a la protección penal de la función pública.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12386-07
8809,12385-04,2019-01-16,"Modifica el Párrafo 5° de las Disposiciones Transitorias de la ley N° 21.091, Sobre Educación Superior, y otras normas legales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12385-04
8810,12432-14,2019-01-17,Modifica la ley General de Urbanismo y Construcciones para dar certeza jurídica en materia de aprobación de planos reguladores comunales y de permisos de edificación,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12432-14
8811,12395-07,2019-01-17,Modifica el Código Procesal Penal en lo que respecta a la lectura de informes periciales y policiales durante la audiencia de juicio oral,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12395-07
8812,12394-18,2019-01-17,"Modifica la ley N° 20.066, que Establece ley de Violencia Intrafamiliar, para sancionar como maltrato habitual el incumplimiento reiterado en el pago de alimentos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12394-18
8813,12396-06,2019-01-17,Regula y facilita el ejercicio del voto voluntario,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12396-06
8814,12392-25,2019-01-17,Sobre extravío de personas y la realización de las primeras diligencias orientadas a su búsqueda,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12392-25
8815,12404-06,2019-01-17,"Modifica la ley N°18.834, que Aprueba el Estatuto Administrativo, y la ley N°18.883, que Establece el Estatuto Administrativo para Funcionarios Municipales, en el sentido de eximir a las personas con discapacidad de los requisitos educacionales en el ingreso a la función pública",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12404-06
8816,12391-02,2019-01-18,Establece una modernización de la carrera profesional para las Fuerzas Armadas,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12391-02
8817,12397-07,2019-01-22,"Proyecto de ley, iniciado en moción de los Honorables Senadores señoras Aravena y Provoste, y señores Castro, Harboe y Pugh, que reemplaza el artículo 17 A de la ley N° 18.918, que faculta refundir proyectos de ley.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12397-07
8818,12405-14,2019-01-22,"Modifica el decreto ley N° 2.695, de 1979, que Fija normas para regularizar la posesión de la pequeña propiedad raíz y para la constitución del dominio sobre ella, para eliminar el trámite que indica, en las áreas rurales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12405-14
8819,12400-07,2019-01-22,"Modifica el Reglamento de la Cámara de Diputados en el sentido de cambiar la denominación de la Comisión de Seguridad Ciudadana, para incluir, dentro de su competencia, las emergencias públicas",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12400-07
8820,12398-12,2019-01-22,"Proyecto de ley, iniciado en mensaje de S. E. el Presidente de la República, sobre delitos ambientales y daño ambiental.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12398-12
8821,12399-11,2019-01-22,Modifica el Código Sanitario con el objeto de incorporar en su regulación los servicios profesionales del kinesiólogo,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12399-11
8822,12393-07,2019-01-22,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, en cuanto a la fecha de instalación del Congreso Nacional",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12393-07
8823,12433-04,2019-01-22,"Modifica la ley N°20.370, General de Educación, y el decreto con fuerza de ley N° 2, de 1996, Sobre Subvención del Estado a establecimientos educacionales, en materia de admisión prioritaria de estudiantes de sectores vulnerables, en las condiciones que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12433-04
8824,12403-13,2019-01-23,"Proyecto de ley, iniciado en moción de los Honorables Senadores señoras Allende, Goic y Muñoz, y señores Lagos y Letelier, para mejorar la condición laboral de los trabajadores portuarios eventuales.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12403-13
8825,12401-12,2019-01-23,"Proyecto de ley, iniciado en moción de los Honorables Senadores señor Sandoval, señoras Ebensperger y Órdenes, y señores Moreira y Prohens que modifica la ley N° 20.920 con el fin de consagrar la obligación de incorporar, por parte del productor, información sobre la manera de reciclar productos electrónicos.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12401-12
8826,12406-17,2019-01-23,"Modifica la ley N° 19.253, que Establece normas sobre protección, fomento y desarrollo de los indígenas, y crea la Corporación Nacional de Desarrollo Indígena, para reconocer a los huilliches como etnia indígena",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12406-17
8827,12407-12,2019-01-23,"Modifica la ley N°19.419, que Regula actividades que indica relacionadas con el tabaco, y el Código Penal, para proteger playas de mar, de río o lago, de la contaminación con colillas de cigarrillo",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12407-12
8828,12409-03,2019-01-24,Establece medidas para incentivar la protección de los derechos de los consumidores,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12409-03
8829,12420-12,2019-01-24,"Modifica la ley N°20.380, Sobre Protección de Animales, con el objeto de prohibir y sancionar la organización de carreras de perros",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12420-12
8830,12419-12,2019-01-24,"Modifica la ley N°20.920, que Establece marco para gestión de residuos, la responsabilidad extendida del productor y fomento al reciclaje, en materia de etiquetado de productos prioritarios",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12419-12
8831,12424-13,2019-01-24,"Modifica el Código del Trabajo para exigir la suscripción de contrato respecto de deportistas en proceso formativo, para participar en actividades deportivas profesionales",rechazado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12424-13
8832,12416-31,2019-01-24,"Crea un estatuto integral contra la violencia en niños, niñas y adolescentes",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12416-31
8833,12417-18,2019-01-24,"Modifica la ley N° 19.968, que Crea los Tribunales de Familia, con el objeto de regular el derecho de audiencia con el juez",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12417-18
8834,12422-06,2019-01-24,"Modifica la ley N°19.884, orgánica constitucional sobre Transparencia, Límite y Control del Gasto Electoral, para eliminar el rol del Servicio Electoral en el inicio de la investigación de delitos que indica y aumentar el plazo de prescripción",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12422-06
8835,12425-15,2019-01-24,"Modifica la ley N°18.290, de Tránsito, y el decreto con fuerza de ley N° 164, de 1991, del Ministerio de Obras Públicas, ley de Concesiones de Obras Públicas, para suspender el procedimiento de cobro asociado al uso de rutas concesionadas en el caso que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12425-15
8836,12460-20,2019-01-24,Establece normas sobre acceso a territorios de alta montaña o de altas cumbres,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12460-20
8837,12426-06,2019-01-24,"Modifica la ley N°18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, para privilegiar la cercanía al domicilio del elector, en la asignación del local de votación",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12426-06
8838,12413-11,2019-01-24,"Modifica la ley N° 19.925, en materia de sanciones aplicables a contravenciones vinculadas al consumo y expendio de bebidas alcohólicas a menores de edad, en las condiciones que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12413-11
8839,12418-07,2019-01-24,"Modifica el Reglamento de la Cámara de Diputados para incorporar medidas de transparencia, publicidad y funcionamiento de la Corporación",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12418-07
8840,12423-13,2019-01-24,"Modifica el Código del Trabajo, en materia de contrato de trabajo de quienes desempeñan actividades conexas al deporte profesional",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12423-13
8841,12421-11,2019-01-24,"Denomina como Hospital Presidenta Michelle Bachelet Jeria, al actual Hospital San Juan de Dios de la comuna de Curicó, Región del Maule",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12421-11
8842,12414-07,2019-01-24,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, para imponer a diputados y senadores la obligación de someterse anualmente a exámenes de control de estupefacientes o sustancias sicotrópicas",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12414-07
8843,12461-14,2019-01-25,"Modifica la ley General de Urbanismo y Construcciones, en materia de medidas de seguridad en departamentos, para prevenir accidentes",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12461-14
8844,12434-07,2019-01-25,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, para regular los efectos del permiso por paternidad en el cómputo de quórum y mayorías",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12434-07
8845,12427-13,2019-01-25,Modifica el Código del Trabajo para proteger los derechos de las trabajadoras durante la tramitación y uso de los permisos asociados al descanso de maternidad,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12427-13
8846,12428-25,2019-01-25,Exige que todo vehículo cuente con un sistema corta corriente externo para aumentar la seguridad de los conductores ante la comisión de delitos,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12428-25
8847,12435-07,2019-01-25,Modifica el Reglamento de la Cámara de Diputados en materia de ejercicio del permiso posnatal parental por parte de sus miembros,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12435-07
8848,12429-15,2019-01-25,"Modifica la ley N°18.290, de Tránsito, para habilitar a los municipios a disponer en pública subasta de los vehículos retirados de circulación y almacenados en locales de su dependencia",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12429-15
8849,12410-12,2019-01-31,"Proyecto de ley, iniciado en moción de los Honorables Senadores señor De Urresti, señora Goic y señor Bianchi, para limitar las obras de urbanización en las áreas silvestres protegidas.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12410-12
8850,12411-11,2019-01-31,"Proyecto de ley, iniciado en moción de los Honorables Senadores señor Harboe, señoras Aravena, Muñoz y Rincón, y señor Elizalde, que permite a las municipalidades dictar ordenanzas orientadas al control de perros asilvestrados.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12411-11
8851,12431-07,2019-01-31,Moderniza la carrera funcionaria en Gendarmería de Chile,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12431-07
8852,12430-04,2019-01-31,"Modifica la ley N°20.370, que Establece la ley General de Educación, para exigir a todo establecimiento educacional la implementación de lineamientos y protocolos de prevención de abuso sexual infantil",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12430-04
8853,12347-14,2019-02-01,"Modifica la ley N° 20.898, que Establece un procedimiento simplificado para la regularización de viviendas de autoconstrucción, en lo que respecta a la forma de calcular el avalúo fiscal requerido para aplicar dicho procedimiento",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12347-14
8854,12356-07,2019-02-01,"Modifica el Reglamento de la Cámara de Diputados para aumentar el número de sesiones de Sala y de Comisiones, y regular la procedencia de las sesiones especiales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12356-07
8855,12365-13,2019-02-01,Interpreta el Código del Trabajo en lo que respecta al ámbito de aplicación del procedimiento de tutela laboral,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12365-13
8856,12357-13,2019-02-01,"Modifica la ley N° 17.322, en lo que respecta a la responsabilidad de las instituciones de previsión o seguridad social en el cobro judicial de las cotizaciones previsionales adeudadas por los empleadores",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12357-13
8857,12333-20,2019-02-01,"Establece sanciones a quienes impidan el acceso a playas de mar, ríos y lagos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12333-20
8858,12509-12,2019-02-04,"Modifica la ley N°19.300, que Aprueba ley sobre Bases Generales del Medio Ambiente, para reemplazar la denominación del Ministerio del Medio Ambiente, por la de Ministerio del Medio Ambiente y Cambio Climático",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12509-12
8859,12508-03,2019-02-04,"Modifica la ley General de Bancos para establecer una excepción al secreto y reserva bancaria, respecto de las autoridades que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12508-03
8860,12511-11,2019-02-04,"Modifica la ley N°19.925, sobre Expendio y Consumo de Bebidas Alcohólicas, para prohibir el reparto a domicilio de bebidas alcohólicas a consumidores finales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12511-11
8861,12507-11,2019-02-04,"Reconocimiento y protección de los derechos de las personas con enfermedades terminales, y el buen morir",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12507-11
8862,12513-24,2019-02-04,Declara el 16 de noviembre de cada año como el Día Nacional de la Tolerancia,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12513-24
8863,12518-13,2019-02-04,"Modifica el Código del Trabajo, con el objeto de fijar criterios para la autorización de sistemas excepcionales de distribución de jornadas de trabajo y descansos en el sector minero",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12518-13
8864,12510-07,2019-02-04,"Modifica el Código Penal, para tipificar el delito de maltrato respecto de la mujer embarazada, cometido por los profesionales de la salud que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12510-07
8865,12522-08,2019-02-04,"Modifica la ley General de Servicios Eléctricos, para regular los costos asociados al reemplazo de empalmes y medidores",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12522-08
8866,12519-02,2019-02-04,"Modifica el Código de Justicia Militar, para excluir de la jurisdicción militar el conocimiento de las causas por delitos comunes cometidos por militares, y entregarlo a la justicia ordinaria",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12519-02
8867,12517-01,2019-02-04,"Modifica la ley N°18.455, que Fija normas sobre producción, elaboración y comercialización de alcoholes etílicos, bebidas alcohólicas y vinagres, para prohibir la importación de aguardiente de uva bajo la denominación de pisco",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12517-01
8868,12361-07,2019-03-01,"Modifica la ley N°18.101, que Fija normas especiales sobre arrendamiento de predios urbanos, para radicar en el arrendatario la responsabilidad del pago de los servicios residenciales continuos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12361-07
8869,12387-04,2019-03-01,"Renueva la vigencia de la ley N° 19.648, que Otorga titularidad en el cargo a profesores contratados a plazo fijo por más de tres años",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12387-04
8870,12359-13,2019-03-01,Modifica el Código del Trabajo en el sentido de establecer el derecho de los trabajadores a gozar de un permiso para realizarse exámenes médicos preventivos,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12359-13
8871,12360-25,2019-03-01,Modifica el Código de Justicia Militar para aumentar la pena del delito de maltrato de obra a carabineros cometido con ocasión de una manifestación pública,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12360-25
8872,12358-07,2019-03-01,Modifica diversos cuerpos legales para eliminar normas jurídicas en desuso u obsolescencia,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12358-07
8873,12531-18,2019-03-04,"Modifica la ley N° 20.066, que Establece ley de violencia intrafamiliar, para impedir a personas condenadas por actos contrarios a dicha norma, el acceso a beneficios estatales, en materia de vivienda",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12531-18
8874,12530-15,2019-03-04,"Modifica la ley N°18.290, de Tránsito, con el objeto de incorporar la exigencia de nuevos elementos de seguridad a los vehículos motorizados",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12530-15
8875,12514-06,2019-03-04,"Proyecto de ley que modifica el artículo 73 de la Ley Orgánica Constitucional de Municipalidades, respecto del requisito de domicilio electoral para ser elegido Alcalde y Concejal.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12514-06
8876,12516-12,2019-03-04,Proyecto de ley que incorpora la entrega de bolsas biodegradables en el comercio.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12516-12
8877,12515-06,2019-03-04,"Proyecto de ley que modifica el artículo 23 bis de la Ley N° 19.175, sobre Gobierno y Administración Regional, respecto del requisito de domicilio electoral para ser elegido Gobernador Regional.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12515-06
8878,12525-29,2019-03-04,"Modifica la ley N° 19.327, de Derechos y deberes en los espectáculos de fútbol profesional, para sancionar a los clubes de fútbol cuyos hinchas o simpatizantes cometan actos de violencia en los estadios",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12525-29
8879,12512-11,2019-03-04,Proyecto de ley que promueve el acceso al agua potable.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12512-11
8880,12529-11,2019-03-04,"Modifica el decreto con fuerza de ley N° 1, de 2005, del Ministerio de Salud, en materia de codificación de prestaciones médicas",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12529-11
